JournalName,ImpactFactor2020,Source,Type,Title,Publisher,ISSN,DoIsbyYear,BackFileDoIs,CurrentDoIs,TotalDoIs,Subjects,ImpactFactor,Journals_Metadata_Paths
Computational and Structural Biotechnology Journal,,IndexedJournalsList,OpenAccess,Computational and Structural Biotechnology Journal,Elsevier ,"['2001-0370', '2001-0370']","[[2020, 357], [2021, 258], [2019, 143], [2013, 67], [2018, 61], [2015, 61], [2017, 54], [2012, 53], [2016, 49], [2014, 48]]",393.0,758.0,1151.0,"[{'name': 'Biochemistry', 'ASJC': 1303}, {'name': 'Biophysics', 'ASJC': 1304}, {'name': 'Biotechnology', 'ASJC': 1305}, {'name': 'Genetics', 'ASJC': 1311}, {'name': 'Structural Biology', 'ASJC': 1315}, {'name': 'Computer Science Applications', 'ASJC': 1706}, {'name': 'Biochemistry', 'ASJC': 1303}, {'name': 'Biophysics', 'ASJC': 1304}, {'name': 'Biotechnology', 'ASJC': 1305}, {'name': 'Genetics', 'ASJC': 1311}, {'name': 'Structural Biology', 'ASJC': 1315}, {'name': 'Computer Science Applications', 'ASJC': 1706}, {'name': 'Biochemistry', 'ASJC': 1303}, {'name': 'Biophysics', 'ASJC': 1304}, {'name': 'Biotechnology', 'ASJC': 1305}, {'name': 'Genetics', 'ASJC': 1311}, {'name': 'Structural Biology', 'ASJC': 1315}, {'name': 'Computer Science Applications', 'ASJC': 1706}]",35.231,Journals_Metadata/Computational and Structural Biotechnology Journal.json
The American Journal of Surgery,,IndexedJournalsList,OpenAccess,The American Journal of Cosmetic Surgery,SAGE Publications,"['2374-7722', '0748-8068']","[[1997, 126], [1998, 113], [2011, 110], [1996, 109], [1999, 85], [1995, 80], [1988, 68], [1992, 65], [1987, 65], [1994, 63], [2012, 59], [1989, 59], [1993, 58], [1985, 53], [2005, 52], [2013, 50], [1991, 50], [1986, 50], [2008, 49], [2009, 48], [1990, 47], [2000, 46], [2004, 45], [1984, 45], [2014, 43], [2002, 42], [2007, 41], [2015, 39], [2006, 39], [2003, 39], [2001, 39], [2017, 36], [2020, 34], [2016, 32], [2018, 31], [2019, 28], [2010, 22], [2021, 21]]",1998.0,83.0,2081.0,[],35.231,Journals_Metadata/The American Journal of Surgery.json
Journal of the American College of Surgeons,,IndexedJournalsList,OpenAccess,Journal of the American College of Surgeons,Elsevier ,['1072-7515'],"[[2020, 1747], [2019, 1606], [2018, 1595], [2017, 1344], [2014, 1311], [2016, 1245], [2015, 1189], [2009, 771], [2011, 767], [2013, 763], [2008, 734], [2012, 722], [2010, 709], [2007, 708], [2005, 640], [2004, 639], [2006, 619], [2000, 603], [2003, 389], [2002, 358], [2001, 290], [1999, 270], [1998, 252], [2021, 227], [1997, 176]]",16094.0,3580.0,19674.0,"[{'name': 'Surgery', 'ASJC': 2746}]",35.231,Journals_Metadata/Journal of the American College of Surgeons.json
International Journal of Surgery,,IndexedJournalsList,OpenAccess,International Journal of Otolaryngology and Head &amp Neck Surgery,"""Scientific Research Publishing, Inc.""","['2168-5460', '2168-5452']","[[2015, 68], [2014, 68], [2013, 60], [2018, 39], [2016, 36], [2019, 26], [2020, 25], [2012, 22], [2021, 17], [2017, 10]]",303.0,68.0,371.0,[],35.231,Journals_Metadata/International Journal of Surgery.json
Journal of pharmaceutical and biomedical analysis,,IndexedJournalsList,OpenAccess,Journal of Pharmaceutical and Biomedical Analysis,Elsevier ,['0731-7085'],"[[2018, 746], [2020, 706], [2016, 660], [2019, 639], [2017, 619], [2007, 575], [2006, 545], [2015, 537], [2002, 536], [2014, 535], [2008, 515], [2011, 511], [2005, 509], [2010, 494], [2003, 484], [2012, 459], [2013, 452], [2004, 423], [2009, 379], [2021, 367], [1999, 353], [1998, 345], [2001, 329], [2000, 290], [1997, 279], [1996, 251], [1995, 247], [1989, 232], [1994, 214], [1993, 206], [1991, 190], [1990, 180], [1992, 165], [1988, 136], [1987, 101], [1986, 92], [1985, 77], [1983, 70], [1984, 63]]",12799.0,1712.0,14511.0,"[{'name': 'Clinical Biochemistry', 'ASJC': 1308}, {'name': 'Analytical Chemistry', 'ASJC': 1602}, {'name': 'Spectroscopy', 'ASJC': 1607}, {'name': 'Drug Discovery', 'ASJC': 3002}, {'name': 'Pharmaceutical Science', 'ASJC': 3003}, {'name': 'Clinical Biochemistry', 'ASJC': 1308}, {'name': 'Analytical Chemistry', 'ASJC': 1602}, {'name': 'Spectroscopy', 'ASJC': 1607}, {'name': 'Drug Discovery', 'ASJC': 3002}, {'name': 'Pharmaceutical Science', 'ASJC': 3003}]",35.231,Journals_Metadata/Journal of pharmaceutical and biomedical analysis.json
Journal of Forensic and Legal Medicine,,IndexedJournalsList,OpenAccess,Journal of Forensic Medicine and Legal Affairs,Elyns Group LLC,['2472-3800'],"[[2016, 10]]",10.0,0.0,10.0,[],35.231,Journals_Metadata/Journal of Forensic and Legal Medicine.json
American journal of forensic medicine and pathology,,IndexedJournalsList,OpenAccess,American Journal of Forensic Medicine & Pathology,Ovid Technologies (Wolters Kluwer)  - Lippincott Williams & Wilkins,"['1533-404X', '0195-7910']","[[2020, 130], [1981, 127], [1991, 126], [2012, 122], [2003, 120], [1989, 116], [1992, 106], [2011, 105], [2010, 105], [1988, 104], [2009, 102], [1990, 101], [2000, 98], [2001, 97], [2013, 94], [1999, 94], [2019, 92], [2008, 92], [2002, 92], [1986, 92], [1980, 92], [1997, 91], [1993, 91], [1998, 89], [1987, 88], [2007, 83], [1982, 83], [2015, 81], [1984, 81], [2006, 80], [1995, 79], [2018, 78], [2017, 78], [2004, 78], [1985, 78], [1996, 77], [2005, 76], [1983, 75], [1994, 73], [2016, 70], [2014, 69], [2021, 35]]",3583.0,257.0,3840.0,"[{'name': 'Pathology and Forensic Medicine', 'ASJC': 2734}]",35.231,Journals_Metadata/American journal of forensic medicine and pathology.json
Nature Materials,,IndexedJournalsList,OpenAccess,Nature of Scientific Materials,ANSA Royals,['2455-7692'],"[[2016, 11]]",11.0,0.0,11.0,[],35.231,Journals_Metadata/Nature Materials.json
Advanced Materials,,IndexedJournalsList,OpenAccess,Journal of Nanotechnology & Advanced Materials,Deanship of Scientific Research ,"['2090-9608', '2090-9594']","[[2014, 10]]",10.0,0.0,10.0,[],35.231,Journals_Metadata/Advanced Materials.json
Materials Today,,IndexedJournalsList,OpenAccess,Materials Today Proceedings,Elsevier ,['2214-7853'],"[[2021, 8138], [2020, 6769], [2018, 3630], [2019, 2841], [2017, 1777], [2015, 970], [2016, 647], [2014, 27]]",7051.0,17748.0,24799.0,[],35.231,Journals_Metadata/Materials Today.json
Annals of Botany,,IndexedJournalsList,OpenAccess,Annals of Botany,Oxford University Press,"['1095-8290', '0305-7364']","[[2007, 333], [2011, 327], [2009, 321], [2013, 310], [2000, 300], [2012, 298], [2001, 278], [2018, 277], [2010, 272], [2005, 269], [2014, 266], [2008, 261], [2006, 251], [2016, 240], [1981, 235], [2004, 232], [2002, 232], [1983, 226], [2019, 222], [2017, 221], [1998, 219], [1985, 216], [1986, 212], [1984, 211], [1991, 207], [1987, 206], [1979, 206], [2020, 205], [2015, 202], [1997, 202], [1982, 199], [1988, 195], [1990, 192], [1992, 191], [1980, 191], [1996, 188], [1989, 188], [2003, 187], [1999, 182], [1994, 177], [1977, 171], [1978, 170], [1995, 163], [1976, 157], [1993, 155], [1975, 135], [1974, 130], [1973, 117], [1971, 114], [1970, 105], [1972, 100], [1969, 85], [1968, 72], [1911, 69], [1967, 68], [1966, 67], [1912, 65], [2021, 64], [1938, 63], [1923, 63], [1933, 62], [1965, 60], [1964, 60], [1934, 60], [1963, 59], [1959, 59], [1910, 59], [1932, 58], [1924, 57], [1939, 56], [1937, 56], [1930, 56], [1935, 55], [1962, 54], [1916, 54], [1888, 53], [1929, 52], [1901, 52], [1925, 51], [1909, 51], [1940, 50], [1889, 50], [1928, 49], [1926, 49], [1902, 49], [1936, 48], [1931, 48], [1927, 48], [1913, 47], [1905, 46], [1960, 45], [1957, 45], [1922, 45], [1919, 45], [1908, 45], [1898, 45], [1961, 44], [1895, 44], [1914, 43], [1899, 43], [1896, 43], [1956, 42], [1915, 42], [1958, 41], [1953, 41], [1900, 41], [1921, 40], [1906, 40], [1903, 40], [1941, 39], [1920, 39], [1904, 39], [1897, 39], [1952, 38], [1955, 37], [1954, 36], [1892, 36], [1950, 34], [1918, 34], [1917, 34], [1907, 34], [1951, 33], [1942, 32], [1948, 31], [1894, 30], [1949, 29], [1946, 29], [1891, 29], [1893, 28], [1943, 27], [1887, 27], [1947, 25], [1944, 25], [1890, 22], [1945, 20]]",14237.0,491.0,14728.0,"[{'name': 'Plant Science', 'ASJC': 1110}]",35.231,Journals_Metadata/Annals of Botany.json
Aquatic Botany,,IndexedJournalsList,OpenAccess,Aquatic Botany,Elsevier ,['0304-3770'],"[[2015, 129], [1988, 122], [2017, 116], [2013, 116], [2009, 116], [1997, 116], [1982, 115], [2007, 114], [2006, 114], [1991, 114], [1983, 111], [1989, 109], [1986, 107], [2008, 104], [1984, 104], [2002, 102], [1990, 102], [2004, 101], [2014, 100], [2003, 99], [1985, 98], [2005, 95], [1987, 95], [2012, 94], [2010, 93], [1996, 92], [1995, 92], [2020, 91], [1999, 90], [2019, 86], [1979, 86], [1994, 85], [2001, 84], [2000, 84], [1978, 84], [2016, 81], [1993, 81], [2018, 79], [2011, 79], [1992, 76], [1981, 76], [1998, 75], [1980, 70], [2021, 60], [1977, 46], [1975, 44], [1976, 36]]",4126.0,237.0,4363.0,"[{'name': 'Aquatic Science', 'ASJC': 1104}, {'name': 'Plant Science', 'ASJC': 1110}]",35.231,Journals_Metadata/Aquatic Botany.json
Australian Journal of Botany,,IndexedJournalsList,OpenAccess,Australian Journal of Botany,CSIRO Publishing,['0067-1924'],"[[2007, 95], [2000, 84], [2009, 82], [2005, 79], [2004, 79], [2010, 77], [2011, 76], [2001, 76], [2015, 75], [2008, 75], [2006, 75], [2002, 75], [2003, 74], [2016, 73], [2012, 69], [1997, 69], [1999, 66], [2017, 65], [2014, 65], [2018, 64], [2013, 63], [1975, 63], [1994, 62], [1992, 60], [1981, 60], [1998, 58], [1993, 58], [1988, 58], [1984, 58], [1978, 58], [2019, 57], [1985, 56], [1979, 55], [1983, 53], [2020, 51], [1995, 51], [1990, 51], [1986, 51], [1980, 51], [1996, 50], [1991, 49], [1982, 49], [1974, 49], [1977, 47], [1976, 44], [1987, 42], [1969, 41], [1989, 38], [1968, 38], [1965, 32], [1966, 31], [1967, 29], [1972, 27], [1970, 27], [1971, 25], [2021, 24], [1954, 22], [1973, 21], [1958, 21], [1953, 19], [1964, 18], [1959, 17], [1955, 17], [1960, 15], [1956, 14], [1957, 13], [1963, 12], [1961, 12], [1962, 10]]",3288.0,132.0,3420.0,"[{'name': 'Ecology, Evolution, Behavior and Systematics', 'ASJC': 1105}, {'name': 'Plant Science', 'ASJC': 1110}]",35.231,Journals_Metadata/Australian Journal of Botany.json
Australian Systematic Botany,,IndexedJournalsList,OpenAccess,Australian Systematic Botany,CSIRO Publishing,['1030-1887'],"[[2003, 49], [1992, 48], [1996, 44], [2002, 42], [2000, 42], [1999, 41], [1991, 41], [2010, 40], [1993, 40], [2001, 39], [1998, 39], [2007, 38], [1990, 37], [2016, 33], [2014, 33], [2009, 33], [2012, 32], [2008, 31], [2004, 31], [1995, 31], [1994, 31], [2017, 30], [2006, 30], [2005, 29], [2019, 27], [2018, 27], [2015, 25], [2013, 25], [1997, 25], [2011, 24], [2020, 23], [1988, 23], [1989, 11], [2021, 5]]",1044.0,55.0,1099.0,"[{'name': 'Ecology, Evolution, Behavior and Systematics', 'ASJC': 1105}, {'name': 'Plant Science', 'ASJC': 1110}]",35.231,Journals_Metadata/Australian Systematic Botany.json
BMC chemistry,,IndexedJournalsList,OpenAccess,BMC Chemistry,Springer (Biomed Central Ltd.),['2661-801X'],"[[2019, 137], [2020, 71], [2021, 24], [2013, 2]]",2.0,232.0,234.0,[],35.231,Journals_Metadata/BMC chemistry.json
Journal of Environmental Sciences,,IndexedJournalsList,OpenAccess,Journal of Environmental Studies and Sciences,Springer-Verlag,"['2190-6491', '2190-6483']","[[2015, 143], [2018, 69], [2020, 67], [2016, 62], [2011, 58], [2013, 52], [2014, 51], [2021, 49], [2019, 45], [2012, 43], [2017, 41]]",519.0,161.0,680.0,"[{'name': 'General Environmental Science', 'ASJC': 2300}, {'name': 'Geography, Planning and Development', 'ASJC': 3305}]",35.231,Journals_Metadata/Journal of Environmental Sciences.json
Journal of Chemical Sciences,,IndexedJournalsList,OpenAccess,Journal of Chemistry and Chemical Sciences,Journal of Chemistry and Chemical Sciences,['2229-760X'],"[[2018, 140], [2017, 35], [2019, 19]]",175.0,19.0,194.0,[],35.231,Journals_Metadata/Journal of Chemical Sciences.json
Journal of Chemistry,,IndexedJournalsList,OpenAccess,International Journal of Inorganic Chemistry,Hindawi Limited,"['2090-2034', '2090-2026']","[[2012, 24], [2013, 19], [2011, 18], [2014, 9], [2015, 5], [2010, 5], [2017, 2], [2016, 2]]",84.0,0.0,84.0,[],35.231,Journals_Metadata/Journal of Chemistry.json
Journal of Clinical Anesthesia,,IndexedJournalsList,OpenAccess,Journal of Anesthesia & Clinical Research,OMICS Publishing Group,['2155-6148'],"[[2014, 116], [2012, 115], [2013, 112], [2016, 106], [2017, 102], [2015, 99], [2011, 75], [2018, 69], [2010, 15], [2019, 9]]",809.0,9.0,818.0,[],35.231,Journals_Metadata/Journal of Clinical Anesthesia.json
New journal of chemistry,,IndexedJournalsList,OpenAccess,Journal of new developments in Chemistry,Open Access Pub,['2377-2549'],"[[2018, 10], [2014, 6], [2020, 5], [2019, 5], [2017, 4], [2016, 3], [2021, 1]]",23.0,11.0,34.0,[],35.231,Journals_Metadata/New journal of chemistry.json
British Journal of Anaesthesia,,IndexedJournalsList,OpenAccess,British Journal of Anaesthesia,Elsevier ,"['1471-6771', '0007-0912']","[[1996, 857], [2014, 652], [2015, 641], [2013, 639], [2012, 630], [1993, 609], [2020, 594], [2018, 594], [2016, 572], [1994, 563], [2011, 520], [2009, 507], [2019, 503], [2017, 502], [1992, 502], [2008, 499], [1998, 494], [1995, 479], [2002, 470], [2010, 459], [1988, 457], [1991, 446], [2003, 445], [1999, 444], [2007, 433], [2004, 428], [2005, 424], [2000, 418], [1990, 414], [1989, 412], [2006, 404], [1997, 386], [1972, 381], [1986, 378], [2001, 346], [2021, 336], [1987, 334], [1978, 334], [1981, 331], [1980, 326], [1985, 324], [1977, 319], [1973, 319], [1979, 317], [1984, 301], [1971, 300], [1976, 293], [1975, 288], [1982, 282], [1969, 278], [1970, 274], [1974, 267], [1983, 266], [1968, 235], [1962, 233], [1967, 227], [1964, 219], [1965, 215], [1963, 214], [1966, 197], [1955, 177], [1956, 163], [1960, 159], [1957, 157], [1961, 150], [1958, 138], [1959, 135], [1954, 122], [1953, 67], [1952, 55], [1951, 55], [1927, 53], [1950, 52], [1928, 49], [1937, 45], [1939, 44], [1938, 43], [1930, 43], [1925, 41], [1932, 40], [1935, 39], [1924, 37], [1933, 36], [1936, 35], [1934, 34], [1931, 32], [1926, 31], [1948, 26], [1949, 25], [1947, 24], [1923, 22], [1946, 21], [1929, 21], [1942, 19], [1945, 18], [1943, 17], [1941, 16], [1944, 14], [1940, 8]]",25361.0,1433.0,26794.0,"[{'name': 'Anesthesiology and Pain Medicine', 'ASJC': 2703}]",35.231,Journals_Metadata/British Journal of Anaesthesia.json
Procedia computer science,,IndexedJournalsList,OpenAccess,Procedia Computer Science,Elsevier ,['1877-0509'],"[[2015, 3474], [2016, 2497], [2017, 2286], [2018, 2196], [2019, 2147], [2020, 2024], [2014, 1402], [2013, 1204], [2011, 861], [2012, 692], [2021, 538], [2010, 372]]",14984.0,4709.0,19693.0,[],35.231,Journals_Metadata/Procedia computer science.json
NPJ Quantum Information,,IndexedJournalsList,OpenAccess,npj Quantum Information,Springer Science and Business Media LLC,['2056-6387'],"[[2019, 115], [2020, 104], [2018, 65], [2021, 53], [2017, 50], [2016, 26], [2015, 11]]",152.0,272.0,424.0,[],35.231,Journals_Metadata/NPJ Quantum Information.json
Journal of oral biosciences,,IndexedJournalsList,OpenAccess,journal of dentistry and oral biosciences,Dentaquest,"['2277-6680', '2250-1126']","[[2011, 12], [2012, 7]]",19.0,0.0,19.0,[],35.231,Journals_Metadata/Journal of oral biosciences.json
IEEE Transactions on Pattern Analysis and Machine Intelligence,,IndexedJournalsList,OpenAccess,IEEE Transactions on Pattern Analysis and Machine Intelligence,Institute of Electrical and Electronics Engineers,"['2160-9292', '0162-8828']","[[2020, 629], [2021, 355], [2019, 327], [2013, 287], [2018, 280], [2007, 264], [2012, 260], [2011, 259], [2006, 255], [2014, 254], [2005, 249], [2015, 248], [2016, 247], [2009, 246], [2008, 244], [2017, 240], [2010, 233], [2004, 219], [2003, 162], [1997, 156], [2002, 152], [1982, 144], [1994, 143], [1996, 142], [1998, 141], [1984, 138], [1999, 136], [1981, 136], [2000, 133], [1995, 132], [2001, 131], [1993, 131], [1989, 131], [1985, 126], [1983, 126], [1987, 125], [1990, 119], [1986, 115], [1980, 114], [1991, 111], [1992, 108], [1988, 93], [1979, 92]]",7022.0,1311.0,8333.0,"[{'name': 'Artificial Intelligence', 'ASJC': 1702}, {'name': 'Computational Theory and Mathematics', 'ASJC': 1703}, {'name': 'Computer Vision and Pattern Recognition', 'ASJC': 1707}, {'name': 'Software', 'ASJC': 1712}, {'name': 'Applied Mathematics', 'ASJC': 2604}, {'name': 'Artificial Intelligence', 'ASJC': 1702}, {'name': 'Computational Theory and Mathematics', 'ASJC': 1703}, {'name': 'Computer Vision and Pattern Recognition', 'ASJC': 1707}, {'name': 'Software', 'ASJC': 1712}, {'name': 'Applied Mathematics', 'ASJC': 2604}]",35.231,Journals_Metadata/IEEE Transactions on Pattern Analysis and Machine Intelligence.json
IEEE Transactions on Computers,,IndexedJournalsList,OpenAccess,IEEE Transactions on Computers,Institute of Electrical and Electronics Engineers,"['1557-9956', '0018-9340']","[[1972, 350], [1971, 346], [2016, 325], [1974, 308], [1970, 298], [1968, 286], [2014, 277], [1975, 272], [1969, 271], [2015, 269], [1978, 268], [1973, 268], [1977, 260], [1976, 258], [2020, 249], [1987, 247], [1982, 237], [1983, 230], [1979, 229], [1984, 228], [1980, 228], [1986, 220], [2011, 218], [1985, 218], [1981, 217], [1988, 212], [2013, 211], [2006, 207], [2012, 205], [2007, 205], [2005, 204], [2010, 198], [2009, 198], [2008, 195], [2004, 194], [1989, 189], [1992, 182], [1990, 178], [1993, 175], [1994, 174], [2021, 171], [1996, 167], [2017, 165], [1995, 165], [1991, 163], [1997, 158], [2018, 148], [2003, 148], [2019, 142], [1998, 142], [2002, 131], [2000, 130], [1999, 122], [2001, 119]]",11013.0,562.0,11575.0,"[{'name': 'Computational Theory and Mathematics', 'ASJC': 1703}, {'name': 'Hardware and Architecture', 'ASJC': 1708}, {'name': 'Software', 'ASJC': 1712}, {'name': 'Theoretical Computer Science', 'ASJC': 2614}]",35.231,Journals_Metadata/IEEE Transactions on Computers.json
Journal of the ACM,,IndexedJournalsList,OpenAccess,Journal of the ACM,Association for Computing Machinery,"['1557-735X', '0004-5411']","[[1976, 66], [1982, 64], [1974, 64], [1967, 64], [1970, 63], [1980, 61], [2017, 58], [1965, 58], [2015, 57], [1979, 57], [1978, 57], [1969, 57], [1972, 55], [1966, 55], [2018, 54], [2016, 54], [1973, 54], [2013, 53], [2003, 53], [1984, 53], [1975, 53], [1981, 52], [1971, 52], [1968, 52], [2019, 51], [1983, 51], [1977, 51], [1957, 51], [1985, 50], [1959, 50], [1963, 49], [1961, 49], [1987, 48], [2014, 47], [1994, 47], [1988, 47], [2009, 45], [1993, 45], [1995, 44], [1964, 43], [1989, 42], [1962, 41], [2010, 40], [1960, 40], [2001, 39], [1958, 39], [2020, 38], [2012, 38], [2007, 38], [1992, 38], [1986, 38], [2006, 37], [1956, 37], [1991, 36], [1990, 36], [2000, 35], [1997, 35], [2008, 34], [2004, 33], [1999, 32], [1998, 32], [1996, 32], [2011, 31], [2002, 31], [2005, 30], [1955, 22], [2021, 21], [1954, 21]]",2990.0,110.0,3100.0,"[{'name': 'Artificial Intelligence', 'ASJC': 1702}, {'name': 'Hardware and Architecture', 'ASJC': 1708}, {'name': 'Information Systems', 'ASJC': 1710}, {'name': 'Software', 'ASJC': 1712}, {'name': 'Control and Systems Engineering', 'ASJC': 2207}, {'name': 'Artificial Intelligence', 'ASJC': 1702}, {'name': 'Hardware and Architecture', 'ASJC': 1708}, {'name': 'Information Systems', 'ASJC': 1710}, {'name': 'Software', 'ASJC': 1712}, {'name': 'Control and Systems Engineering', 'ASJC': 2207}]",35.231,Journals_Metadata/Journal of the ACM.json
ACS Applied Materials and Interfaces,,IndexedJournalsList,OpenAccess,ACS Applied Materials & Interfaces,American Chemical Society,"['1944-8252', '1944-8244']","[[2020, 5828], [2019, 5429], [2018, 5252], [2017, 5027], [2016, 4204], [2015, 3415], [2014, 2770], [2021, 2220], [2013, 1874], [2012, 946], [2011, 702], [2010, 531], [2009, 403], [2008, 35]]",25159.0,13477.0,38636.0,"[{'name': 'General Materials Science', 'ASJC': 2500}]",35.231,Journals_Metadata/ACS Applied Materials and Interfaces.json
Botany letters,,IndexedJournalsList,OpenAccess,Botany Letters,Informa UK (Taylor & Francis),"['2381-8115', '2381-8107']","[[2017, 64], [2019, 56], [2016, 48], [2020, 47], [2018, 46], [2021, 20]]",158.0,123.0,281.0,"[{'name': 'Plant Science', 'ASJC': 1110}]",35.231,Journals_Metadata/Botany letters.json
